segment_id,src_text,tgt_text,fin_text,participant,task_id,task_type,task_number,mt_system,segment_count,bleu_score,ter_score,chrf_score,latest_google_trans,latest_bleu_score
5,"To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases.","To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases.",खाने और ईंधन के अतिरिक्त बिजली के बिल भी भारी मात्रा में बढ़ रहे हैं.,P14,P2,P,2,AnglaBharati,7,0.8522452865706931,260.0,0.18274853801169588,"मामले को बदतर बनाने के लिए, बढ़ती कीमतें वेतन वृद्धि के आगे दौड़ रही हैं, विशेष रूप से नर्सों और अन्य स्वास्थ्य पेशेवरों की, जो सरकार के आग्रह से पीड़ित हैं कि सार्वजनिक क्षेत्र के लोगों को मुद्रास्फीति से नीचे वेतन वृद्धि प्राप्त करनी है।",1.0755798168739934
5,"To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases.","To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases.","स्थिति और बुरी करने हेतु, वेतन में बढ़ोत्तरी के मुकाबले मूल्यवृद्धि होती जा रही है, विशेषतौर पर वह नर्स और अन्य स्वास्थय पेशेवर जो सरकारी आवृतियों के कारण भुगत रहें हैं जिन्हें सार्वजनिक क्षेत्र में स्फिति से कम वेतन बढ़ोत्तरी प्राप्त हो रही है.",P15,P2,P,2,AnglaBharati,7,1.021987149474193,100.0,0.23946360153256704,"मामले को बदतर बनाने के लिए, बढ़ती कीमतें वेतन वृद्धि के आगे दौड़ रही हैं, विशेष रूप से नर्सों और अन्य स्वास्थ्य पेशेवरों की, जो सरकार के आग्रह से पीड़ित हैं कि सार्वजनिक क्षेत्र के लोगों को मुद्रास्फीति से नीचे वेतन वृद्धि प्राप्त करनी है।",2.993508231780273
5,"To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases.","To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases.","वेतन वृद्धि से पहले बढ़ती कीमतों ने परिस्थितियों को और भी खराब कर दिया है, खासकर नर्सों और स्वास्थ्य क्षेत्र के दूसरे पेशेवरों के लिए, जो सरकार के उस कदम से सबसे ज्यादा प्रभावित हुए हैं जहां कहा गया है कि सरकारी क्षेत्र में मुद्रा-स्फीति से कम वेतन वृद्धि होगी.",P21,P2,P,2,AnglaBharati,7,0.8888862842152889,100.0,0.3075030750307503,"मामले को बदतर बनाने के लिए, बढ़ती कीमतें वेतन वृद्धि के आगे दौड़ रही हैं, विशेष रूप से नर्सों और अन्य स्वास्थ्य पेशेवरों की, जो सरकार के आग्रह से पीड़ित हैं कि सार्वजनिक क्षेत्र के लोगों को मुद्रास्फीति से नीचे वेतन वृद्धि प्राप्त करनी है।",9.779741661224781
6,"In addition to fuel and food, electricity bills are also soaring.",के सहित ईंधन और खाना बिजली बिल हैं भी ऊँची उड़ान |,साथ ही ईंधन और खाना बिजली बिल भी बढ़ते है|,P02,P2,P,2,AnglaBharati,7,34.48444257953326,60.0,55.59967383738918,"ईंधन और भोजन के अलावा, बिजली के बिल भी बढ़ रहे हैं।",9.238430210261097
6,"In addition to fuel and food, electricity bills are also soaring.",के सहित ईंधन और खाना बिजली बिल हैं भी ऊँची उड़ान |,", विशेष रूप से नर्सों और अन्य चिकित्सकीय पेशेवरों के वेतन के, जिन्हें सरकार के इस तर्क का शिकार होना पड़ा है कि सार्वजनिक क्षेत्र के लोगों को स्फीति से कम वेतन वृद्धि मिल रही है.",P05,P2,P,2,AnglaBharati,7,0.4613568973954884,97.22222222222221,5.330448959803023,"ईंधन और भोजन के अलावा, बिजली के बिल भी बढ़ रहे हैं।",0.638497185881479
6,"In addition to fuel and food, electricity bills are also soaring.",के सहित ईंधन और खाना बिजली बिल हैं भी ऊँची उड़ान |,ईंधन और खाना के सहित बिजली बिल भी ऊँची उड़ान हैं।,P08,P2,P,2,AnglaBharati,7,26.65837681702885,27.27272727272727,70.37432143469294,"ईंधन और भोजन के अलावा, बिजली के बिल भी बढ़ रहे हैं।",10.04916995660316
6,"In addition to fuel and food, electricity bills are also soaring.",के सहित ईंधन और खाना बिजली बिल हैं भी ऊँची उड़ान |,छः सबसे बड़े आपूर्तिकर्ताओं में से पांच ने अपने ग्राहक बिल बढ़ा दिए हैं.,P14,P2,P,2,AnglaBharati,7,3.1364240458810366,100.0,9.753543197648447,"ईंधन और भोजन के अलावा, बिजली के बिल भी बढ़ रहे हैं।",2.6485681362909563
6,"In addition to fuel and food, electricity bills are also soaring.",के सहित ईंधन और खाना बिजली बिल हैं भी ऊँची उड़ान |,"ईंधन और भोजन के अतिरिक्त, बिजली बिल भी बढ रहे हैं.",P15,P2,P,2,AnglaBharati,7,10.135943830402923,72.72727272727273,30.524151597196525,"ईंधन और भोजन के अलावा, बिजली के बिल भी बढ़ रहे हैं।",26.911091103444726
6,"In addition to fuel and food, electricity bills are also soaring.",के सहित ईंधन और खाना बिजली बिल हैं भी ऊँची उड़ान |,ईंधन और भोजन के साथ-साथ बिजली बिल भी काफी बढ़ रहे हैं.,P21,P2,P,2,AnglaBharati,7,10.135943830402923,75.0,31.11689941533622,"ईंधन और भोजन के अलावा, बिजली के बिल भी बढ़ रहे हैं।",26.911091103444726
7,Five out of the six largest suppliers have increased their customers' bills.,छः सबसे बड़े संभरकों में से पाँंच में बढ़े हुए उनके खरीदारों के बिल हैं |,छे सबसे बड़े संभरकों में से पाँच में बढ़े हुए उनके खरीदारों के बिल हैं|,P02,P2,P,2,AnglaBharati,7,74.47819789879651,26.666666666666668,91.59302429486446,छह सबसे बड़े आपूर्तिकर्ताओं में से पांच ने अपने ग्राहकों के बिल बढ़ा दिए हैं।,8.516412540808123
7,Five out of the six largest suppliers have increased their customers' bills.,छः सबसे बड़े संभरकों में से पाँंच में बढ़े हुए उनके खरीदारों के बिल हैं |,"ईंधन और खाने के अलावा, बिजली बिल भी ऊँची उड़ान भर रहे हैं।",P05,P2,P,2,AnglaBharati,7,2.908317710573757,123.07692307692308,12.828867784839748,छह सबसे बड़े आपूर्तिकर्ताओं में से पांच ने अपने ग्राहकों के बिल बढ़ा दिए हैं।,3.4585921141027356
7,Five out of the six largest suppliers have increased their customers' bills.,छः सबसे बड़े संभरकों में से पाँंच में बढ़े हुए उनके खरीदारों के बिल हैं |,छः सबसे बड़े संभरकों में से पाँच ने उनके खरीदारों के बिल बढ़ा दिए हैं।,P08,P2,P,2,AnglaBharati,7,45.788313721339826,46.666666666666664,72.98924300163225,छह सबसे बड़े आपूर्तिकर्ताओं में से पांच ने अपने ग्राहकों के बिल बढ़ा दिए हैं।,32.37722713145643
7,Five out of the six largest suppliers have increased their customers' bills.,छः सबसे बड़े संभरकों में से पाँंच में बढ़े हुए उनके खरीदारों के बिल हैं |,छह में से पांच अधिकतम आपूर्तिकर्ताओं ने अपने ग्राहकों का बिल बढ़ा दिया है.,P15,P2,P,2,AnglaBharati,7,5.412989186545263,100.0,18.808799906493384,छह सबसे बड़े आपूर्तिकर्ताओं में से पांच ने अपने ग्राहकों के बिल बढ़ा दिए हैं।,19.765441873349218
7,Five out of the six largest suppliers have increased their customers' bills.,छः सबसे बड़े संभरकों में से पाँंच में बढ़े हुए उनके खरीदारों के बिल हैं |,छह में से पांच सबसे बड़े आपूर्तिकर्ताओं ने अपने ग्राहकों के बिल बढ़ा दिए हैं.,P21,P2,P,2,AnglaBharati,7,8.804641339558092,80.0,32.52902573296831,छह सबसे बड़े आपूर्तिकर्ताओं में से पांच ने अपने ग्राहकों के बिल बढ़ा दिए हैं।,55.02151926234133
1,Sociology is a relatively new academic discipline.,समाजशास्त्र के एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,समाजशास्त्र के एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,P02,P5,P,5,google,6,100.00000000000004,0.0,100.0,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,19.740631366145518
1,Sociology is a relatively new academic discipline.,समाजशास्त्र के एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,समाजशास्त्र अपेक्षाकृत एक नया शैक्षिक अनुशासन है.,P05,P5,P,5,google,6,50.197242487957936,28.57142857142857,82.68686149649143,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,8.051153633013374
1,Sociology is a relatively new academic discipline.,समाजशास्त्र के एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,समाजशास्त्र एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,P11,P5,P,5,google,6,75.06238537503395,14.285714285714285,92.72230988266745,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,35.64026463354184
1,Sociology is a relatively new academic discipline.,समाजशास्त्र के एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,समाजशास्त्र एक अपेक्षाकृत नया शैक्षिक क्षेत्र है.,P18,P5,P,5,google,6,36.88939732334405,28.57142857142857,71.33852201983626,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,35.64026463354184
1,Sociology is a relatively new academic discipline.,समाजशास्त्र के एक अपेक्षाकृत नया शैक्षिक अनुशासन है.,समाजशास्त्र अपेक्षाकृत एक नया शैक्षिक अनुशासन है।,P19,P5,P,5,google,6,21.10534063187263,42.857142857142854,80.2375961420167,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,9.820366272512825
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों के जवाब में जल्दी 19 वीं सदी में उभरा.,यह आधुनिकता की चुनौतियों के जवाब में 19 वीं सदी के आरंभ में उभरा.,P02,P5,P,5,google,6,58.088877148404045,21.428571428571427,77.8264626007519,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,41.69883788690665
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों के जवाब में जल्दी 19 वीं सदी में उभरा.,यह आधुनिकता की चुनौतियों के जवाब में 19 वीं सदी के आरंभ में उभरा था.,P05,P5,P,5,google,6,50.68691710348576,33.33333333333333,74.04880400254571,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,38.611500907891156
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों के जवाब में जल्दी 19 वीं सदी में उभरा.,यह आधुनिकता की चुनौतियों को हल करने के लिए 19 वीं सदी के प्रारंभ में बना.,P11,P5,P,5,google,6,22.688113269236386,50.0,51.983900979649874,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,15.73320614126865
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों के जवाब में जल्दी 19 वीं सदी में उभरा.,यह आधुनिकता की चुनौतियों के जवाब में 19वीं सदी के प्रारंभ में उभरा.,P18,P5,P,5,google,6,54.45178846139407,30.76923076923077,74.52910199911291,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,53.343175108074774
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों के जवाब में जल्दी 19 वीं सदी में उभरा.,"यह आधुनिकता की चुनौतियों के जवाब में, 19 वीं सदी के सुरुआत में उभरा।",P19,P5,P,5,google,6,50.698033524721,35.714285714285715,72.2852455364616,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,44.63224986512309
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों के लोगों की बढ़ती संस्कृति और समाज अपने से अलग करने के लिए जोखिम में हुई.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों ने लोगों को आपनी संस्कृति और समाज से अलग संस्कृति और समाओं को देखने के अवसर बड़ा दिए है.,P02,P5,P,5,google,6,22.141369366865185,54.166666666666664,57.6551394376129,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,7.849562201793242
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों के लोगों की बढ़ती संस्कृति और समाज अपने से अलग करने के लिए जोखिम में हुई.,बढ़ती गतिशीलता और प्रौद्योगिकीय उन्नती के परिणामस्वरूप लोगों को अपनी संस्कृति और समाज से अलग संस्कृति और समाज की अधिक जानकारी मिली.,P05,P5,P,5,google,6,18.258155983864146,54.54545454545454,47.09566178037141,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,12.394301972792729
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों के लोगों की बढ़ती संस्कृति और समाज अपने से अलग करने के लिए जोखिम में हुई.,बढ़ती गतिशीलता और तकनीकी उन्नत के कारण लोगों में अपनी संस्कृति और समाज के अलावा भिन्न लोगों की संस्कृति और समाज की जानकारी में भी वृद्धि हुई.,P11,P5,P,5,google,6,11.05282536015376,62.96296296296296,36.68781827016407,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,11.117998714850021
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों के लोगों की बढ़ती संस्कृति और समाज अपने से अलग करने के लिए जोखिम में हुई.,बढ़ती गतिशीलता और प्रौद्योगिकीय उन्नति के परिणामस्वरूप लोगों का अपने से अलग संस्कृतियों और समाजों से सामना बढ़ा.,P18,P5,P,5,google,6,17.509131039045975,72.22222222222221,52.819455647138,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,31.0441435588881
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों के लोगों की बढ़ती संस्कृति और समाज अपने से अलग करने के लिए जोखिम में हुई.,बढ़ती गतिशीलता और प्रौद्योगिकीय अग्रिमों के लोगों की बढ़ती संस्कृति और समाज अपने से अलग करने के लिए जोखिम में हुई।,P19,P5,P,5,google,6,90.21315316859227,4.761904761904762,98.9067228596987,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,9.87398498012017
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.","इस जोखिम के प्रभाव विविध, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और सीमा शुल्क के टूटने शामिल है और कैसे काम करता है दुनिया की एक संशोधित समझ warranted है.","इस जोखिम के प्रभाव विविध है, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति रिवाजों के टूटने आदि शामिल है और दुनिया कैसे काम करती है इसकी एक संशोधित समझ है.",P02,P5,P,5,google,6,46.32853432060953,28.125,70.80802216242597,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",46.89319147084015
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.","इस जोखिम के प्रभाव विविध, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और सीमा शुल्क के टूटने शामिल है और कैसे काम करता है दुनिया की एक संशोधित समझ warranted है.","इस जानकारी के प्रभाव विविध थे, लेकिन कुछ लोगों के लिए यह पारंपरिक मानदंडों और रिवीज़ों की क्षति थी है इसके लिए विश्व कैसे काम करता है इसकी एक संशोधित समझ की आवश्यकती है.",P05,P5,P,5,google,6,30.94804482093711,44.11764705882353,53.25518310684741,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",29.314700962160362
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.","इस जोखिम के प्रभाव विविध, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और सीमा शुल्क के टूटने शामिल है और कैसे काम करता है दुनिया की एक संशोधित समझ warranted है.","इसका प्रभाव अलग-अलग हुआ था, लेकिन कुछ लोग के लिए पारंपरिक मानदंडों और सीमा के विभाजन में शामिल हैं और दुनिया के कार्य करने के संशोधित तरिक समझने की पुष्टि की है.",P11,P5,P,5,google,6,21.295436982006784,65.625,47.45039106971166,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",20.379765144415735
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.","इस जोखिम के प्रभाव विविध, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और सीमा शुल्क के टूटने शामिल है और कैसे काम करता है दुनिया की एक संशोधित समझ warranted है.","इसका प्रभाव विविध था, लेकिन कुछ लोगों के लिए इसका मतलब पारंपरिक मानदंडों और परंपराओं का टूटना और दुनिया के काम करने की एक संशोधित समझ था.",P18,P5,P,5,google,6,28.14222697038182,70.37037037037037,58.13127591422652,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",34.96310438457086
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.","इस जोखिम के प्रभाव विविध, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और सीमा शुल्क के टूटने शामिल है और कैसे काम करता है दुनिया की एक संशोधित समझ warranted है.","इस जोखिम के प्रभाव विविध थे, परन्तु कुछ लोगों के लिए पारंपरिक मानदंडों और सीमा शुल्क के टूटने शामिल है और कैसे काम करता है दुनिया की एक संशोधित समझ पत्र है।",P19,P5,P,5,google,6,79.79296449238733,15.625,85.39787381686314,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",26.244140152221977
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,समाजशास्त्रियों को समझने के लिए क्या सामाजिक समूहों को एक साथ धारण और भी सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहा द्वारा इन परिवर्तनों को जवाब दिया.,समाजशास्त्रि इन बदलावों को समझने के लिए यह समझने की क्या सामाजिक समूहों को एक साथ रखता है और सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहें हैं.,P02,P5,P,5,google,6,57.36484906780537,42.857142857142854,73.3226212802404,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,35.373601741961494
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,समाजशास्त्रियों को समझने के लिए क्या सामाजिक समूहों को एक साथ धारण और भी सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहा द्वारा इन परिवर्तनों को जवाब दिया.,सामाजिक समूहों को एक साथ रखने वाले घटक के बारे में समझने और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज करने की कोशिश करके समाजशास्त्रियों ने इन परिवर्तनों का जवाब दिया है.,P05,P5,P,5,google,6,33.65831796263803,50.0,64.49782546411079,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,53.140623256648546
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,समाजशास्त्रियों को समझने के लिए क्या सामाजिक समूहों को एक साथ धारण और भी सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहा द्वारा इन परिवर्तनों को जवाब दिया.,"समाजशास्त्रियों के यह समढने की कोशिश करते हुए कि सामाजिक समूहों को कौन एक साथ रखता है, इस परिवर्तनों पर प्रतिसाद दिया है सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहे है.",P11,P5,P,5,google,6,38.63734598527544,58.97435897435898,62.89041805575373,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,18.99279072371663
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,समाजशास्त्रियों को समझने के लिए क्या सामाजिक समूहों को एक साथ धारण और भी सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहा द्वारा इन परिवर्तनों को जवाब दिया.,"समाजशास्त्रियों ने इस बदलाव के उत्तर में यह समझने की कोशिश की कि क्या सामाजिक समूहों को एक साथ जोड़े रखता है, साथ ही उन्होंने सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज करने की भी कोशिश की.",P18,P5,P,5,google,6,27.811830452799324,69.23076923076923,54.334821278132985,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,36.67866070299667
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,समाजशास्त्रियों को समझने के लिए क्या सामाजिक समूहों को एक साथ धारण और भी सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर रहा द्वारा इन परिवर्तनों को जवाब दिया.,समाजशास्त्रियों को समझने के लिए क्या सामाजिक समूहों को एक साथ धारण और भी सामाजिक एकजुटता के टूटने के लिए संभव समाधान की खोज करने की कोशिश कर इन परिवर्तनों को जवाब दिया।,P19,P5,P,5,google,6,83.85130047130204,9.090909090909092,96.0662279801532,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,26.876983188141264
1,The majority of hunter-gatherer societies are nomadic.,शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं.,ज्यादातर शिकारी फ़रमर समाज खानाबदोश हैं.,P02,P6,P,6,google,7,25.848657697858535,66.66666666666666,67.38805951635405,अधिकांश शिकारी समाज खानाबदोश हैं।,15.848738972120703
1,The majority of hunter-gatherer societies are nomadic.,शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं.,शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं।,P08,P6,P,6,google,7,68.037493331712,14.285714285714285,97.00713223542921,अधिकांश शिकारी समाज खानाबदोश हैं।,15.848738972120703
1,The majority of hunter-gatherer societies are nomadic.,शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं.,शिकारी बहुल समाजों में अधिकतर खानाबदोश हैं.,P09,P6,P,6,google,7,23.356898886410015,42.857142857142854,52.511013745649215,अधिकांश शिकारी समाज खानाबदोश हैं।,6.9717291216921975
1,The majority of hunter-gatherer societies are nomadic.,शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं.,शिकारी-समूह का अधिकांश समाज बंजारे हैं.,P15,P6,P,6,google,7,11.044795567078939,100.0,25.54949255829653,अधिकांश शिकारी समाज खानाबदोश हैं।,8.51528917838043
1,The majority of hunter-gatherer societies are nomadic.,शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं.,ज्यादातर शिकारियों के समाज खानाबदोश होते हैं.,P21,P6,P,6,google,7,13.134549472120788,71.42857142857143,38.919041787614574,अधिकांश शिकारी समाज खानाबदोश हैं।,11.725004053101795
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह मुश्किल है इस तरह निर्वाह प्रणाली के तहत बस के रूप में एक क्षेत्र के संसाधनों को तेजी से समाप्त बन सकता है.,इस तरह निर्वाह प्रणाली के तहत बस के रूप में एक क्षेत्र के संसाधनों को तेजी से खत्म होने के कारण बन रहना मुश्किल है.,P02,P6,P,6,google,7,68.70376742018324,32.0,76.6637240314899,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,13.895552418289872
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह मुश्किल है इस तरह निर्वाह प्रणाली के तहत बस के रूप में एक क्षेत्र के संसाधनों को तेजी से समाप्त बन सकता है.,यह मुश्किल है इस तरह की निर्वाह प्रणाली के तहत बस जाना जैसा कि एक क्षेत्र के संसाधनों को तेजी से समाप्त होना हो सकता है।,P08,P6,P,6,google,7,54.21505875750399,26.923076923076923,72.84854603684475,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,14.610442209477247
