,source,target,final,participant,task_number,segment_count,task_type
71,"Killer nurse receives four life sentences
Hospital nurse Colin Norris was imprisoned for life today for the killing of four of his patients. 32 year old Norris from Glasgow killed the four women in 2002 by giving them large amounts of sleeping medicine. Yesterday, he was found guilty of four counts of murder following a long trial. He was given four life sentences, one for each of the killings. He will have to serve at least 30 years. Police officer Chris Gregg said that Norris had been acting strangely around the hospital. Only the awareness of other hospital staff put a stop to him and to the killings. The police have learned that the motive for the killings was that Norris disliked working with old people. All of his victims were old weak women with heart problems. All of them could be considered a burden to hospital staff.",,"हत्यारे नर्स को चार बार उम्रकैद की सजा
अपनी चार मरीजों की हत्या करने वाले अस्पताल के नर्स कॉलिन नॉरिस को उम्रकैद की सजा सुनाई गई. ग्लैस्गो के रहने वाले 32 वर्षीय नॉरिस ने साल 2002 में बड़ी मात्रा में नींद की गोली देकर चार महिला मरीजों की हत्या कर दी थी. लंबी सुनवाई के बाद कल उसे चार मामलों में दोषी पाया गया. उसे प्रत्येक हत्या के लिए एक-एक उम्रकैद यानी चार बार उम्रकैद की सजा सुनाई गई. उसे कम से कम 30 साल की सजा भुगतनी होगी. पुलिस अधिकारी क्रिस ग्रेग ने बताया कि नॉरिस अस्पताल के आसपास अनजान की तरह बर्ताव कर रहा था. सिर्फ अस्पता ल के दूसरे कर्मचारियों की जागरूकता की वजह से उसे और हत्याओं को रोका जा सका. पुलिस को पता चला है कि हत्याओं का मकसद ये था कि नॉरिस बुजुर्ग मरीजों के साथ काम करना पसंद नहीं करता था. उसकी सभी शिकार दिल के मरीज के साथ बुजुर्ग और कमजोर महिलाएं थीं. वह इन सबको अस्पताल कर्मियों के लिए बोझ समझता था.",P21,T1,9,T
72,"Families hit with increase in cost of living
British families have to cough up an extra ｣31,300 a year as food and fuel prices soar at their fastest rate in 17 years. Prices in supermarkets have climbed at an alarming rate over the past year. Analysts have warned that prices will increase further still, making it hard for the Bank of England to cut interest rates as it struggles to keep inflation and the economy under control. To make matters worse, escalating prices are racing ahead of salary increases, especially those of nurses and other healthcare professionals, who have suffered from the government's insistence that those in the public sector have to receive below-inflation salary increases. In addition to fuel and food, electricity bills are also soaring. Five out of the six largest suppliers have increased their customers' bills.","परिवार जीवन यापन की लागत में वृद्धि के साथ मारा
ब्रिटिश परिवारों के लिए एक अतिरिक्त 31,300 £ एक साल खाँसी के रूप में खाद्य और ईंधन की कीमतों में उनके 17 साल में सबसे तेज दर से ऊंची उड़ान भरना है. सुपरमार्केट में कीमतें पिछले साल भर में एक चौंकाने वाली दर पर चढ़ गए. विश्लेषकों ने चेतावनी दी है कि कीमतों में अभी भी आगे बढ़ाने के लिए, यह मुश्किल के लिए बैंक ऑफ इंग्लैंड के ब्याज दरों में कटौती के रूप में यह मुद्रास्फीति और अर्थव्यवस्था को नियंत्रण में रखने के लिए संघर्ष के लिए बना रही हो जाएगा. मामले को बदतर बनाने के लिए, बढ़ते मूल्य का वेतन बढ़ जाती है, विशेष रूप से नर्सों और अन्य स्वास्थ्य पेशेवरों, जो सरकार से आग्रह है कि सार्वजनिक क्षेत्र में उन नीचे महंगाई वेतन वृद्धि प्राप्त की है का सामना करना पड़ा है की उन के आगे दौड़ रहे हैं. ईंधन और भोजन के लिए इसके अलावा, बिजली के बिल भी बढ़ते हैं. पांच छह सबसे बड़े आपूर्तिकर्ताओं के बाहर अपने ग्राहकों के बिल में वृद्धि हुई है."," जीवनयापन लागत में वृद्धि से गृहस्थ ग्रस्त
ब्रिटिश परिवारों को अतिरिक्त 31,300 £ खर्च करने होंगे क्योंकि खाद्य और ईंधन की कीमतों 17 साल में सबसे तेज दरों से बढोत्तरी हुई है. पिछले साल के दौरान,  सुपरमार्केट में कीमतें काफी अधिक दर से बढी हैं। विश्लेषकों ने चेतावनी दी है कि कीमतों में अभी  आगे भी बढोत्तरी होगी, जिससे बैंक ऑफ इंग्लैंड के ब्याज दरों में कटौती करना और भी मुश्किल हो जाएगा जबकि यह मुद्रास्फीति और अर्थव्यवस्था को नियंत्रण में रखने के लिए संघर्षरत है। इससे भी बदतर यह है कि, बढ़ते मूल्य की तुलना में वेतन में काफी का बढ़ोत्तरी हो रही है, विशेष रूप से नर्सों और अन्य स्वास्थ्य पेशेवरों के वेतन,  जो सरकार के इस अडियल रूख से ग्रसित हैं कि सार्वजनिक क्षेत्र में कार्यरत लोगों के वेतन में महंगाई से कम वृद्धि प्राप्त होगी। ईंधन और भोजन के अलावा, बिजली की कीमतों में भी वृद्धि हुई हैं। छह में ते पांच सबसे बड़े आपूर्तिकर्ताओं ने अपनी कीमतों में वृद्धि कर दी है.",P17,P2,7,P
73,"Although developing countries are understandably reluctant to compromise their chances of achieving better standards of living for the poor, action on climate change need not threaten economic development. Incentives must be offered to encourage developing countries to go the extra green mile and implement clean  technologies, and could also help minimise emissions from deforestation. Some of the most vulnerable countries of the world have contributed the least to climate change, but are bearing the brunt of it. Developing countries, in particular, need to adapt to the effects of climate change. Adaptation and mitigation efforts must therefore go hand in hand.","यद्यपि विकासशील देश निर्धन के लिये जीवन के अच्छे आदर्श प्राप्त करने का उनके अवसर समझौता करने के लिये बोधगम्यता से अनिच्छुक हैं , जलवायु के परिवर्तन पर कार्यवाही को आर्थिक विकास को धमकी देने की आवश्यक्ता नहीं है| प्रोत्साहन चाहिए हो प्रस्तावित तक प्रोत्साहित कर विकासशील देश तक जा अतिरिक्त हरा मील और औजार शुद्ध प्रौद्योगिकी और सका भी सहायता न्यूनतम कर उत्सर्जन से वनकटाई |दुनिया के कुछ अधिकांश असुरक्षित देशों ने जलवायु के न्यूमतम को परिवर्तन करते हुए सहयोग दिया है लेकिन इसका धक्का रख रहे हैं |विस्तृत विवरण में विकासशील देश , जलवायु के प्रभाव को अनुकूल बनाने के लिये आवश्यकता परिवर्तित होते हैं |अनुकूलन और अल्पीकरण के प्रयासों को हाथ में हाथ दिए हुए साथ अतः जाना चाहिये |","यद्यपि विकासशील देश निर्धनों के लिये जीवन के अच्छे आदर्श प्राप्त करने के उनके अवसर समझौता करने के लिये बोधगम्यता से अनिच्छुक हैं, जलवायु के परिवर्तन पर कार्यवाही को आर्थिक विकास को चुनौती देने की आवश्यक्ता नहीं है। विकासशील देशों के लिये प्रोत्साहन आवश्यक है, अतिरिक्त हरा मील और औजार शुद्ध प्रौद्योगिकी और वनकटाई को न्यूनतम करने हेतु । दुनिया के कुछ अधिकांश असुरक्षित देशों को जलवायु के परिवर्तन में न्यूनतम सहयोग दिया है लेकिन यह ज्वलनशील है। विशेष रूप में विकासशील देश, जलवायु के प्रभाव को अनुकूल बनाने के लिये परिवर्तित होने की आवश्यकता है। अनुकूलन और अल्पीकरण के प्रयासों को हाथ में हाथ दिए हुए साथ अतः जाना चाहिये।",P19,P4,5,P
74,"Sociology is a relatively new academic discipline. It emerged in the early 19th century in response to the challenges of modernity. Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own. The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works. Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity. The term sociology was coined by Auguste Comte (1798-1857) in 1838 from the Latin term socius (companion, associate) and the Greek term logia (study of, speech).","समाज विज्ञान एक अपेक्षाकृत नया﻿ शैक्षणिक अनुशासन है .यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ . बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं . प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य . सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है . टर्म का समाज विज्ञान लातिन से 1838 में ऑगस्ट कॉम्टे के द्वारा टर्म सोसिउस साथी , सहायक , साथी और ग्रीकवासी टर्म लोगिआ भाषा का अध्ययन | भाषण का अध्ययन करिये .","समाज विज्ञान एक अपेक्षाकृत नया शैक्षणिक अनुशासन है। य़ह 19 शताब्दी में आधुनिक चुनौतिय़ों के बदले में प्रकट हुआ था। बढ़ती हुई गतिशीलता और तकनीकी के परिणाम स्वरूप लोगों को अपने से अलग संस्कृति और सोसाइटी से अवगत करवा रहा है। इस फैलाव का प्रभाव परिवर्तित होता था, लेकिन कुछ लोगों की पारम्परिकमानक की खराबी के सम्मिलित होने तथा प्रथा और वैध संशोधन की को समझने की चाहत कि  दुनिया कैसे कार्य करती है। सोसायलोगिस्त्स इन बदलावों के बदले में समझने की कोशिश कर रहे है क्य़ा सामाज को जोडता है तथा सामाजिक भाईचारे की खराबी के सम्भव समाधान को भी दे रहा है| समाज विज्ञान शब्द लातिन से 1838 में ऑगस्ट कॉम्टे(1798-1857) के द्वारा शब्द सोसिउस (साथी,सहाय़क) और ग्रीस के शब्द लोगिआ (भाषा का अध्ययन, भाषण) से लिय़ा गय़ा है।",P07,P5,6,P
75,"The majority of hunter-gatherer societies are nomadic. It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted. Hunter-gatherer societies also tend to have very low population densities as a result of their subsistence system. Agricultural subsistence systems can support population densities 60 to 100 times greater than land left uncultivated, resulting in denser populations. Hunter-gatherer societies also tend to have non-hierarchical social structures, though this is not always the case. Because hunter-gatherers tend to be nomadic, they generally do not have the possibility to store surplus food. As a result, full-time leaders, bureaucrats, or artisans are rarely supported by hunter-gatherer societies.","अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं . यह  व्यवस्थित अन्तर्गत ऐसी निर्वाह प्रणाली होने के लिये कठिन है क्योंकि एक के संसाधन जो क्षेत्र ने जल्दी से हो जा सकते हैं समाप्त किया . शिकारी  गाथेरेर सोसाइटियाँ भी अपना निर्वाह के सिस्टम का इसके परिणामस्वरूप बहुत निम्न जनसंख्या की सघनता  लेने के लिये झुकती हैं . कृषि निर्वाह की प्रणालियाँ जनसंख्या की सघनता 60 से 100 तक बार बड़ा सहारा दे सकती हैं बजाय कि भूमि गहन जनसंख्या को परिणत होती हुई अपरिष्कृत गई . शिकारी  गाथेरेर सोसाइटियाँ भी गैर  अधिक्रमिक सामाजिक ढाँचे लेने के लिये झुकती हैं , यद्यपि यह हमेशा केस नहीं है . क्योंकि शिकारी  गाथेरेर्स यायावर होने के लिये झुकता है , इसलिये उनमें सामान्यतः अतिरिक्त खाने का संग्रह करने की सम्भावना नहीं है . इसके परिणामस्वरूप , पूर्णकालिक नेता का नौकरशाह , या शिल्पी शिकारी  गाथेरेर सोसाइटियों के द्वारा कभी कभी सहारा दिया जाते हैं .","अधिकतर शिकारी करने वाले समाज nomadic हैं। जीवनयानप की ऐसी प्रणाली में निर्वाह करना कठिन है क्योंकि एक क्षेत्र के स्रोत जल्दी ही समाप्त हो सकते हैं। अपने जीवनयापन की प्रणाली के कारण ही शिकारी करने वाले समाज का जनसंख्या घनत्व बहुत कम है। जीवनयापन के लिए खेती के योग्य भूमि, बंजर भूमि के बजाए जनसंख्या घनत्व हेतु 60 से 100 गुणा अधिक सहायक हो सकती है, जिसके परिणाम स्वरूप जनसंख्या घनत्व बढ़ता है। शिकारी समाज का रूझान गैर-वंशानुक्रम सामाजिक ढांचे की ओर होता है, यद्यपि यह स्थिति हमेशा नहीं होती। क्यों शिकारी करने वाला समाज nomadic  होने का प्रयत्न करता है, क्यों कि सामान्य तौर पर इनके पास अधिक भोजन को संरक्षित करने के साधन नहीं होते। इसके परिणामस्वरूप , पूर्णकालिक नेता, नौकरशाह , या शिल्पी शिकारी, बहुत कम अवसरों पर ही शिकारी समाज पर निर्भर होते हैं.",P04,P6,7,P
76,"Although developing countries are understandably reluctant to compromise their chances of achieving better standards of living for the poor, action on climate change need not threaten economic development. Incentives must be offered to encourage developing countries to go the extra green mile and implement clean  technologies, and could also help minimise emissions from deforestation. Some of the most vulnerable countries of the world have contributed the least to climate change, but are bearing the brunt of it. Developing countries, in particular, need to adapt to the effects of climate change. Adaptation and mitigation efforts must therefore go hand in hand.","हालांकि विकासशील देशों के लिए जलवायु परिवर्तन पर गरीब कार्रवाई, आर्थिक विकास को खतरा जरूरत नहीं है बेहतर जीवन स्तर को प्राप्त करने के अपने अवसरों को समझौता जाहिर करने के लिए अनिच्छुक रहे हैं. प्रोत्साहन के लिए विकासशील देशों को प्रोत्साहित करने के लिए अतिरिक्त हरी मील जाने के लिए और स्वच्छ प्रौद्योगिकी को लागू करने की पेशकश की जानी चाहिए, और भी मदद वनों की कटाई से उत्सर्जन को कम कर सकता है. कुछ दुनिया की सबसे कमजोर देशों के जलवायु परिवर्तन को कम से कम योगदान दिया है, लेकिन इसे का खामियाजा असर कर रहे हैं. विकासशील देशों, विशेष रूप में, जलवायु परिवर्तन के प्रभावों के लिए अनुकूलन की जरूरत है. अनुकूलन और शमन के प्रयासों इसलिए हाथ में हाथ जाना चाहिए.
","हालांकि विकासशील देश गरीबों के जीवन स्तर को बेहतर बनाने के अवसरों से समझौता करने और जलवायु परिवर्तन के लिए ऐसा कोई भी कदम उठाने से कतराते हैं जिससे कि आर्थिक विकास को खतरा हो। विकासशील देशों को अधिक हरियाली हेतु  अग्रसर करने  के लिए और साफ तकनीकों के कार्यान्वयन हेतु प्रोत्साहन दिया जाना चाहिए और इससे वनों की कटाई में भी कमी लायी जा सकती है। इस समस्या से सबसे ज्यादा प्रभावित देशों ने जलवायु परिवर्तन की दिशा में बहुत कम योगदान दिया है, लेकिन ये इसका सबसे अधिक खामियाज़ा भुगत रहे हैं। विशेष तौर पर विकासशील देशों को जलवायु परिवर्तन के प्रभावों के अनुकूल होना होगा। इसलिए अनुकूलन और शमन के प्रयास एक साथ किए जाने चाहिए।",P04,P4,5,P
77,"Sociology is a relatively new academic discipline. It emerged in the early 19th century in response to the challenges of modernity. Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own. The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works. Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity. The term sociology was coined by Auguste Comte (1798-1857) in 1838 from the Latin term socius (companion, associate) and the Greek term logia (study of, speech).",,"समाजशाष्त्र संबंधित रूप से एक नया शैक्षिक शाष्त्र है. इसका उदय 19 वीं सदी के प्रारंभ में आधुनिकता की समस्याओं के प्रतिसाद के रूप में हुआ. लोगों के स्वयं से भिन्न संस्कृतियों और समाजों से अधिक संपर्क आने के कारण बढ़ती मोबिलिटी और तकनीकी रूप से उन्नत परिणाम. पारंपरिक रीति और रिवाज़ों के विघटन सहित इस संपर्क का प्रभाव विचित्र था, लेकिन सिर्फ कुछ लोगों के लिए और इसने उनकी इस समछ की पुनरीक्षा करी कि यह विश्व कैसे कार्य करता है. समाजशाष्त्रियों नें इन बातों को समछ कर कि ऐसा क्या है जो सामाजिक समूहों को एक साथ जोड़े रखता है और इसके साथ ही सामाजिक अखंडता के विघटन के संभावित समाधान खोज कर इन परिवर्तनों का प्रतिसाद किया. शब्द सोसियोलॉजी अगस्त कॉम्ट (1798-1857) द्वारा 1838 में लातिन शब्द सोसियस (साथी, संबद्ध) और ग्रीक शब्द लॉजिया (अध्ययन, भाषण) को मिलाकर बनाया गया था.  ",P14,T5,6,T
78,"The majority of hunter-gatherer societies are nomadic. It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted. Hunter-gatherer societies also tend to have very low population densities as a result of their subsistence system. Agricultural subsistence systems can support population densities 60 to 100 times greater than land left uncultivated, resulting in denser populations. Hunter-gatherer societies also tend to have non-hierarchical social structures, though this is not always the case. Because hunter-gatherers tend to be nomadic, they generally do not have the possibility to store surplus food. As a result, full-time leaders, bureaucrats, or artisans are rarely supported by hunter-gatherer societies.","शिकारी फ़रमर समाजों के बहुमत खानाबदोश हैं. यह मुश्किल है इस तरह निर्वाह प्रणाली के तहत बस के रूप में एक क्षेत्र के संसाधनों को तेजी से समाप्त बन सकता है. शिकारी होकर समाज भी करने के लिए उनके निर्वाह प्रणाली का एक परिणाम के रूप में बहुत कम जनसंख्या घनत्व है करते हैं. कृषि निर्वाह सिस्टम जनसंख्या असभ्य छोड़ दिया, denser आबादी में जिसके परिणामस्वरूप देश की तुलना में 60 से 100 गुना अधिक से अधिक घनत्व का समर्थन कर सकते हैं. शिकारी होकर समाज भी गैर पदानुक्रमित सामाजिक संरचनाओं हो जाते हैं, हालांकि यह हमेशा मामला नहीं है. क्योंकि शिकारी gatherers के खानाबदोश हो जाते हैं, वे आम तौर पर अधिशेष भोजन की दुकान करने के लिए संभावना नहीं है. एक परिणाम के रूप में, पूर्णकालिक नेताओं, नौकरशाहों, या कारीगरों को शायद ही कभी शिकारी फ़रमर समाजों द्वारा समर्थित हैं.","ज्यादातर शिकारियों के समाज खानाबदोश होते हैं. ऐसे माहौल में बसना बेहद मुश्किल होता है जहां संसाधन बहुत जल्द खत्म हो जाते हैं. अपनी विशेष निर्वाह-प्रणाली के कारण शिकारी समाज की आबादी का घनत्व बहुत कम होता है. कृषि निर्वाह प्रणाली में बिना खेती वाली जमीन की तुलना में 60 से 100 गुना अधिक आबादी समा सकती है, जिससे वहां घनी आबादी रहती है. शिकारी समाज में गैर पदानुक्रमित सामाजिक संरचना की प्रवणता रहती है, हालांकि हमेशा ऐसा नहीं होता है. चूंकि शिकारी खानाबदोश होते हैं, तो आमतौर पर उनके पास अतिरिक्त भोजन जमा करने की संभावना नहीं होती है. इसका नतीजा ये होता है कि पूर्णकालिक नेताओं, नौकरशाहों, या कारीगरों को शायद ही कभी शिकारी समाज का समर्थन मिलता है.",P21,P6,7,P
79,"Spielberg shows Beijing red card over Darfur
In a gesture sure to rattle the Chinese Government, Steven Spielberg pulled out of the Beijing Olympics to protest against China's backing for Sudan's policy in Darfur. His withdrawal comes in the wake of fighting flaring up again in Darfur and is set to embarrass China, which has sought to halt the negative fallout from having close ties to the Sudanese government. China, which has extensive investments in the Sudanese oil industry, maintains close links with the Government, which includes one minister charged with crimes against humanity by the International Criminal Court in The Hague. Although emphasizing that Khartoum bears the bulk of the responsibility for these ongoing atrocities, Spielberg maintains that the international community, and particularly China, should do more to end the suffering.","स्पीलबर्ग दारफुर से अधिक बीजिंग लाल कार्ड से पता चलता है
एक इशारा यकीन है कि चीनी सरकार खड़खड़ में, स्टीवन स्पीलबर्ग बीजिंग ओलंपिक से बाहर खींच लिया Darfur में चीन सूडान पॉलिसी के लिए समर्थन के खिलाफ विरोध. उनकी वापसी Darfur में फिर से जगमगाता हुआ लड़ रहा है और चीन, जो सूडानी सरकार के साथ घनिष्ठ संबंध होने से नकारात्मक नतीजा को रोकने की मांग की है शर्मिंदा करने के लिए सेट के बाद में आता है. चीन, जो सूडानी तेल उद्योग में व्यापक निवेश की सरकार है, जो एक हेग में अंतरराष्ट्रीय अपराध न्यायालय द्वारा मानवता के विरुद्ध अपराधों के साथ आरोप लगाया मंत्री शामिल के साथ घनिष्ठ संबंध रखता है. हालांकि कि खार्तूम बल के चल रहे इन अत्याचारों के लिए जिम्मेदारी की थोक भालू, स्पीलबर्ग का कहना है कि अंतरराष्ट्रीय समुदाय और विशेष रूप से चीन, अधिक करने के लिए पीड़ा को समाप्त करना चाहिए.
","दारफुर पर स्पीलबर्ग ने दिखाया बीजिंग को लाल कार्ड
एक इशारा यकीन है कि चीनी सरकार को हिलाने के लिए, दारफुर में चीन द्वारा सूडान नीति के समर्थन के खिलाफ विरोध हेतु स्टीवन स्पीलबर्ग ने बीजिंग ओलंपिक से अपनी भागीदारी से हाथ बाहर खींच लिया. उनकी वापसी दारफुर में शुरू हुई लड़ाई का जवाब है और चीन, जो कि सूडानी सरकार के साथ घनिष्ठ संबंध होने से नकारात्मक नतीजा को रोकने की मांग की है शर्मिंदा करने के लिए तैयार है. चीन, जिसका सूडानी तेल उद्दमों में व्यापक निवेश है, जो हेग में अंतरराष्ट्रीय अपराध न्यायालय द्वारा मानवता के विरुद्ध अपराध में आरोपों के साथ संलिप्त मंत्री भी शामिल है, जो कि सरकार के साथ घनिष्ठ संबंध रखता है. हालांकि इस पर जोर दिया जा रहा है कि खार्तूम इन अत्याचारों के लिए बहुत जिम्मेदारी है, स्पीलबर्ग का कहना है कि अंतरराष्ट्रीय समुदाय और विशेष रूप से चीन, को पीड़ा समाप्त करने के लिए अधिक करना चाहिए.
",P15,P3,5,P
80,"Spielberg shows Beijing red card over Darfur
In a gesture sure to rattle the Chinese Government, Steven Spielberg pulled out of the Beijing Olympics to protest against China's backing for Sudan's policy in Darfur. His withdrawal comes in the wake of fighting flaring up again in Darfur and is set to embarrass China, which has sought to halt the negative fallout from having close ties to the Sudanese government. China, which has extensive investments in the Sudanese oil industry, maintains close links with the Government, which includes one minister charged with crimes against humanity by the International Criminal Court in The Hague. Although emphasizing that Khartoum bears the bulk of the responsibility for these ongoing atrocities, Spielberg maintains that the international community, and particularly China, should do more to end the suffering.","स्पीलबर्ग दारफुर से अधिक बीजिंग लाल कार्ड से पता चलता है
एक इशारा यकीन है कि चीनी सरकार खड़खड़ में, स्टीवन स्पीलबर्ग बीजिंग ओलंपिक से बाहर खींच लिया Darfur में चीन सूडान पॉलिसी के लिए समर्थन के खिलाफ विरोध. उनकी वापसी Darfur में फिर से जगमगाता हुआ लड़ रहा है और चीन, जो सूडानी सरकार के साथ घनिष्ठ संबंध होने से नकारात्मक नतीजा को रोकने की मांग की है शर्मिंदा करने के लिए सेट के बाद में आता है. चीन, जो सूडानी तेल उद्योग में व्यापक निवेश की सरकार है, जो एक हेग में अंतरराष्ट्रीय अपराध न्यायालय द्वारा मानवता के विरुद्ध अपराधों के साथ आरोप लगाया मंत्री शामिल के साथ घनिष्ठ संबंध रखता है. हालांकि कि खार्तूम बल के चल रहे इन अत्याचारों के लिए जिम्मेदारी की थोक भालू, स्पीलबर्ग का कहना है कि अंतरराष्ट्रीय समुदाय और विशेष रूप से चीन, अधिक करने के लिए पीड़ा को समाप्त करना चाहिए.
","स्पीलबर्ग ने दारफुर पर बीज़िंग का रेड कार्ड दिखाया
चीनी सरकार को रोकने का एक संकेत के रूप में, स्टीवन स्पीलबर्ग ने Darfur में सुडान की नीतियों हेतु चीन के समर्थन के प्रति अपना विद्रोह जताते हुए बीजिंग ओलंपिक से अपनी प्रतिभागिता वापस ले ली। उसने इस तरह से अपनी प्रतिभागिता वापस लेने का कदम Darfur में चीन सरकार के प्रति बढ़ते विद्रोह के मध्य उठाया,  जिसका उद्देश्य था सरकार को यह एहसास दिलाना कि सुडान की सरकार के साथ चीन का गठबंधन गलत है। क्योंकि चीन सरकार ने सुडान के तेल उद्योग में वृहत्त निवेश किया है, इसलिए वह सुडानी सरकार के साथ संबंध अच्छे रखना चाहते हैं, जिसमें एक ऐसा मंत्री भी है जिसपर हग्स की अंतर्राष्ट्रीय क्रिमीनल कोर्ट द्वारा मानवता के हनन का भी दोष है। हालांकि इस बात पर बल देते हुए कि खार्तूम ही इन अत्याचारों के लिए सबसे अधिक जिम्मेदार है , स्पीलबर्ग का कहना है कि अंतरराष्ट्रीय समुदाय और विशेष रूप से चीन को इस पीड़ा को समाप्त करने के लिए अधिक कारगर कदम उठाने चाहिए.
",P04,P3,5,P
81,"Although developing countries are understandably reluctant to compromise their chances of achieving better standards of living for the poor, action on climate change need not threaten economic development. Incentives must be offered to encourage developing countries to go the extra green mile and implement clean  technologies, and could also help minimise emissions from deforestation. Some of the most vulnerable countries of the world have contributed the least to climate change, but are bearing the brunt of it. Developing countries, in particular, need to adapt to the effects of climate change. Adaptation and mitigation efforts must therefore go hand in hand.",,"यद्यपि विकसित देश गरीबों के लिए बेहतर जीवन यापन मानकों को प्राप्त करने के अपने अवसरों से समझौता करने हेतु काफी अनिच्छुक हैं, जलवायु परिवर्तन पर कार्रवाई से आर्थिक विकास को खतरा नहीं होना चाहिए। अतिरिक्त हरियाली एवं प्रदूषण रहित तकनीकों को लागू करने के लिए प्रोत्साहित करने हेतु विकसित देशों को प्रोत्साहन दिए जाने चाहिएं और इससे वन कटाव को न्यूनतम करने में भी मदद मिलनी चाहिए। विश्व के कुछ सर्वाधिक ग्रस्त देशों ने जलवायु परिवर्तन में सबसे कम योगदान दिया है, लेकिन वे इसकी आग में झुलस रहे हैं। विकसित देशों को, जलवायु परिवर्तन के प्रभावों के अनुसार अपने आप को खासतौर पर ढालना होगा। अतः अनुकुलन और शमन, दोनों एक साथ किए जाने चाहिएं।",P17,T4,5,T
